%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1562019565870786207,15165,1562019565849999905,gpsRover,2,3,33.7743502287,-84.4054066155,276.938,0.000676,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019565919740643,15166,1562019565900000095,gpsRover,2,3,33.7743493312,-84.4054053842,276.955,0.000676,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019565969743622,15167,1562019565950000048,gpsRover,2,3,33.774348352,-84.4054040988,276.94,0.000676,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019566019771170,15168,1562019566000000000,gpsRover,2,3,33.7743473887,-84.4054029298,276.992,0.000676,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019566078708118,15169,1562019566049999952,gpsRover,2,3,33.774346429,-84.4054015323,276.942,0.0009,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.001764,2
1562019566120615417,15170,1562019566099999905,gpsRover,2,3,33.7743455463,-84.4054002167,276.973,0.0009,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.001764,2
1562019566169585429,15171,1562019566150000095,gpsRover,2,3,33.7743445005,-84.4053991343,276.984,0.0009,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.001764,2
1562019566219620463,15172,1562019566200000048,gpsRover,2,3,33.7743436158,-84.4053977977,276.981,0.0009,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.001764,2
1562019566269602789,15173,1562019566250000000,gpsRover,2,3,33.7743426375,-84.4053966357,276.986,0.0009,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.001764,2
1562019566319691428,15174,1562019566299999952,gpsRover,2,3,33.7743417598,-84.4053952603,276.985,0.0009,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.001764,2
1562019566369503359,15175,1562019566349999905,gpsRover,2,3,33.7743408122,-84.4053941452,276.98,0.0009,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.001764,2
1562019566419393552,15176,1562019566400000095,gpsRover,2,3,33.7743399247,-84.4053928767,276.977,0.0009,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.001764,2
1562019566470430550,15177,1562019566450000048,gpsRover,2,3,33.7743390177,-84.4053917563,276.998,0.0009,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.001764,2
1562019566519360307,15178,1562019566500000000,gpsRover,2,3,33.7743380998,-84.4053904972,276.997,0.0009,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.001764,2
1562019566569353656,15179,1562019566549999952,gpsRover,2,3,33.7743372037,-84.4053893503,277.031,0.0009,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.001764,2
